Product Name,Product Link,Description,Product Code,Category,Category Link
Hardex Solidwall Pietra Grey,https://mbdecor.co.uk/product/hardex-solidwall-pietra-grey/,"The hardex range from MB has been developed using Wood Plastic Composite to satisfy the needs of customers who require a hard wearing and durable wall panel that is as stylish as it is tough.These panels are available in 8 colours and offer a flush square edge type fitting. This range is ideally suited in bathrooms, commercial use in public restrooms, yourth clubs, caravan parks, offices, restaurants, food preparation areas etc, due to its solid construction and ease of cleaning.Each panel is 2.4m in length, 122cm wide and 9mm thick.",QMBH02,Hardex,https://mbdecor.co.uk/category/hardex-panels/
Hardex Solidwall Quartz Grey,https://mbdecor.co.uk/product/hardex-solidwall-quartz-grey/,"The hardex range from MB has been developed using Wood Plastic Composite to satisfy the needs of customers who require a hard wearing and durable wall panel that is as stylish as it is tough.These panels are available in 8 colours and offer a flush square edge type fitting. This range is ideally suited in bathrooms, commercial use in public restrooms, yourth clubs, caravan parks, offices, restaurants, food preparation areas etc, due to its solid construction and ease of cleaning.Each panel is 2.4m in length, 122cm wide and 9mm thick.",QMBH04,Hardex,https://mbdecor.co.uk/category/hardex-panels/
Hardex Solidwall Bamboo,https://mbdecor.co.uk/product/hardex-solidwall-bamboo/,"The hardex range from MB has been developed using Wood Plastic Composite to satisfy the needs of customers who require a hard wearing and durable wall panel that is as stylish as it is tough.These panels are available in 8 colours and offer a flush square edge type fitting. This range is ideally suited in bathrooms, commercial use in public restrooms, yourth clubs, caravan parks, offices, restaurants, food preparation areas etc, due to its solid construction and ease of cleaning.Each panel is 2.4m in length, 122cm wide and 9mm thick.",QMBH05,Hardex,https://mbdecor.co.uk/category/hardex-panels/
Hardex Solidwall Vintage,https://mbdecor.co.uk/product/hardex-solidwall-vintage/,"The hardex range from MB has been developed using Wood Plastic Composite to satisfy the needs of customers who require a hard wearing and durable wall panel that is as stylish as it is tough.These panels are available in 8 colours and offer a flush square edge type fitting. This range is ideally suited in bathrooms, commercial use in public restrooms, yourth clubs, caravan parks, offices, restaurants, food preparation areas etc, due to its solid construction and ease of cleaning.Each panel is 2.4m in length, 122cm wide and 9mm thick.",QMBH06,Hardex,https://mbdecor.co.uk/category/hardex-panels/
Hardex Solidwall Midnight Grey,https://mbdecor.co.uk/product/hardex-solidwall-midnight-grey/,"The hardex range from MB has been developed using Wood Plastic Composite to satisfy the needs of customers who require a hard wearing and durable wall panel that is as stylish as it is tough.These panels are available in 8 colours and offer a flush square edge type fitting. This range is ideally suited in bathrooms, commercial use in public restrooms, yourth clubs, caravan parks, offices, restaurants, food preparation areas etc, due to its solid construction and ease of cleaning.Each panel is 2.4m in length, 122cm wide and 9mm thick.",QMBH08,Hardex,https://mbdecor.co.uk/category/hardex-panels/
Brown Marble,https://mbdecor.co.uk/product/brown-marble/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Brown Marble PVC wall panels are ideal for creating an elegant and harmonious feel in your room.Individual Brown Marble boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3020948,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Linerio S-Line Grey Slat Panel,https://mbdecor.co.uk/product/linerio-s-line-grey-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling and is available in 3 different sizes. the slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsaw
Choice of mounting options -vertically, horizontally, diagonally.
Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)
Clean installation, no dust
Immediate 3d effect on the wall after installation – the rooms can be used immediately",VLS6054507,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Grey Left Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-grey-left-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6054528,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Grey Right Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-grey-right-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6054524,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio Universal Grey Trim S/M Line,https://mbdecor.co.uk/product/linerio-s-line-grey-universal-trim/,"Linerio Slat Panel S-Line & M-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLU6054521,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line White Slat Panel,https://mbdecor.co.uk/product/linerio-s-line-white-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling and is available in 3 different sizes. the slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsaw
Choice of mounting options -vertically, horizontally, diagonally.
Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)
Clean installation, no dust
Immediate 3d effect on the wall after installation – the rooms can be used immediately",VLS6054505,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line White Left Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-white-left-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6054526,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line White Right Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-white-right-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6054522,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio Universal White Trim S/M Line,https://mbdecor.co.uk/product/linerio-s-line-white-universal-trim/,"Linerio Slat Panel S-Line & M-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLU6054519,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Anthracite Slat Panel,https://mbdecor.co.uk/product/linerio-s-line-anthracite-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling and is available in 3 different sizes. the slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsaw
Choice of mounting options -vertically, horizontally, diagonally.
Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)
Clean installation, no dust
Immediate 3d effect on the wall after installation – the rooms can be used immediately",VLS6054506,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Anthracite Left Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-anthracite-left-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6054527,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Anthracite Right Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-anthracite-right-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6054523,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio Universal Anthracite Trim S/M Line,https://mbdecor.co.uk/product/linerio-s-line-anthracite-universal-trim/,"Linerio Slat Panel S-Line & M-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLU6054520,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Anthracite Slat Panel,https://mbdecor.co.uk/product/linerio-l-line-anthracite-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio wall panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left-hand & right-hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or kitchen.",VLL6054509,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Anthracite Left Hand Trim,https://mbdecor.co.uk/product/linerio-l-line-anthracite-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLT6054536,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Anthracite Right Hand Trim,https://mbdecor.co.uk/product/linerio-l-line-anthracite-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLT6054533,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Anthracite Universal Trim,https://mbdecor.co.uk/product/linerio-l-line-anthracite-universal-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLU6054539,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Beige Marble,https://mbdecor.co.uk/product/beige-marble/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Beige Marble PVC wall panels are perfect for creating a stylish and harmonious feel in your room.Individual Beige Marble panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3020944,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Linerio S-Line Mocca Slat Panel,https://mbdecor.co.uk/product/linerio-s-line-mocca-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling and is available in 3 different sizes. the slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsaw
Choice of mounting options -vertically, horizontally, diagonally.
Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)
Clean installation, no dust
Immediate 3d effect on the wall after installation – the rooms can be used immediately",VLS6034201,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Marble Mosaic,https://mbdecor.co.uk/product/marble-mosaic/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Marble Mosaic PVC wall panels have a timeless, comfortable design.Individual Marble Mosaic boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3020937,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Graphite,https://mbdecor.co.uk/product/graphite/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Graphite PVC wall panels are perfect for creating a stylish, harmonious feel in your home.Individual Graphite panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3020938,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Graphite Tiles,https://mbdecor.co.uk/product/graphite-tiles/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Graphite Tiles PVC wall panels are perfect for creating a fresh, modern feel in your home.Individual Graphite Tiles panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3021010,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Graphite Decor Tiles,https://mbdecor.co.uk/product/graphite-decor-tiles/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Graphite Decor Tiles PVC wall panels are perfect for creating a sleek and modern feel in your home.Individual Graphite Decor Tiles panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3021008,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Winter Marble,https://mbdecor.co.uk/product/winter-marble/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Winter Marble PVC wall panels are perfect for creating a harmonious, stylish feel in your home.Individual Winter Marble panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3020939,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Misty Marble,https://mbdecor.co.uk/product/misty-marble/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Misty Marble PVC wall panels have a timeless design that creates an elegant feel.Individual Misty Marble boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3020942,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Honey Marble,https://mbdecor.co.uk/product/honey-marble/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Honey Marble PVC wall panels are ideal for creating an elegant feel in your home.Individual Honey Marble boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3020940,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Piedra,https://mbdecor.co.uk/product/piedra/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Piedra PVC wall panels are perfect for creating a sleek and modern feel in your home.Individual Piedra boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3021025,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Piedra Pastello,https://mbdecor.co.uk/product/piedra-pastello/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Piedra Pastello PVC wall panels are perfect for creating a sleek and modern feel in your home.Individual Piedra Pastello boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3021026,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Anthracite Tiles,https://mbdecor.co.uk/product/anthracite-tiles/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Anthracite Tiles PVC wall panels are perfect for creating a sleek and current feel in your room.Individual Anthracite Tiles panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3021006,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Anthracite Decor Tiles,https://mbdecor.co.uk/product/anthracite-decor-tiles/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Anthracite Decor Tiles PVC wall panels are perfect for bringing your walls up-to-date and creating a real modern feel in your home.Individual Anthracite Decor Tiles panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3021007,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Sandstone Tiles,https://mbdecor.co.uk/product/sandstone-tiles/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Sandstone Tiles PVC wall panels are perfect for creating a stylish, harmonious feel in your home.Individual Sandstone Tiles boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3020961,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Silver Tiles,https://mbdecor.co.uk/product/silver-tiles/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Silver Tiles PVC wall panels are perfect for creating a sleek, up-to-date feel in your home.Individual Silver Tiles panels are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 boards.",VT3021011,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
Linerio S-Line Mocca Left Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-left-right-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6034184,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Mocca Right Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-mocca-right-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6034185,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio Universal Mocca Trim S/M Line,https://mbdecor.co.uk/product/linerio-s-line-mocca-universal-trim/,"Linerio Slat Panel S-Line & M-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLU6034197,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Grey Slat Panel,https://mbdecor.co.uk/product/linerio-l-line-grey-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio wall panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left-hand & right-hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or kitchen.",VLL6054510,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Mocca Slat Panel,https://mbdecor.co.uk/product/linerio-l-line-mocca-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio wall panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left-hand & right-hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or kitchen.",VLL6034206,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Mocca Left Hand Trim,https://mbdecor.co.uk/product/linerio-l-line-mocca-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLT6034194,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Mocca Right Hand Trim,https://mbdecor.co.uk/product/linerio-l-line-mocca-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLT6034195,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Mocca Universal Trim,https://mbdecor.co.uk/product/linerio-l-line-mocca-universal-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLU6050747,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Natural Slat Panel,https://mbdecor.co.uk/product/linerio-s-line-natural-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left hand & right hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot-stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or the kitchen.Quick installation – easy cut using a saw or jigsaw
Choice of mounting options -vertically, horizontally, diagonally.
Does not require additional substrate preparation work (e.g. priming) as well as protecting the top layer (e.g. grouting)
Clean installation, no dust
Immediate 3d effect on the wall after installation – the rooms can be used immediately",VLS6034181,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Natural Left Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-natural-left-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6034182,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio S-Line Natural Right Hand Trim,https://mbdecor.co.uk/product/linerio-s-line-natural-right-hand-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLST6034183,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio Universal Natural Trim S/M Line,https://mbdecor.co.uk/product/linerio-s-line-natural-universal-trim/,"Linerio Slat Panel S-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLU6034196,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Natural Slat Panel,https://mbdecor.co.uk/product/linerio-l-line-natural-slat-panel/,"Vox Linerio is a new addition to our range of decorative interior wall panels, the linerio wall panelling imitates perfectly timber slat panelling. The slat panels are easy to install, and complimented with matching left-hand & right-hand trims to finish the look.Linerio panels owe their unique properties to the material from which they are made. To manufacture the panels, we use polystyrene covered with a print made by hot stamping. Polystyrene is a modern material that is 100% recyclable. It is lightweight durable, and easy to clean. This means that Linerio can be installed even in more demanding areas, such as the hallway, work area, or kitchen.",VLL6034205,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Natural Left Hand Trim,https://mbdecor.co.uk/product/linerio-l-line-natural-left-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLT6034192,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Natural Universal Trim,https://mbdecor.co.uk/product/linerio-l-line-natural-universal-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLU6050748,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
Linerio L-Line Natural Right Hand Trim,https://mbdecor.co.uk/product/linerio-l-line-natural-right-hand-trim/,"Linerio Slat Panel L-Line finishing trims, Left hand, Right hand & Universal (top/bottom).",VLLT6034193,Linerio Slat Panels,https://mbdecor.co.uk/category/linerio-slat-panels/
MB Thermo-Slat Ash Grey PVC Slat Panel,https://mbdecor.co.uk/product/mb-thermo-slat-ash-grey-pvc-slat-panel/,"Designed with the stunning visuals of a conventional slat panel and the functionality of a thermally insulated wall panel.Not only do these panels offer a beautiful visual appearance inside, they also are a fantastic addition to any garden room to make use of your functional outdoor living space all year long.Each of our wall slats are designed with a cavity in the back to offer thermal air pockets to help retain heat during the cold months and help keep the room cool in the summer.",QMBTS01,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
MB Thermo-Slat Charcoal Grey PVC Slat Panel,https://mbdecor.co.uk/product/mb-thermo-slat-charcoal-grey-pvc-slat-panel/,"Designed with the stunning visuals of a conventional slat panel and the functionality of a thermally insulated wall panel.Not only do these panels offer a beautiful visual appearance inside, they also are a fantastic addition to any garden room to make use of your functional outdoor living space all year long.Each of our wall slats are designed with a cavity in the back to offer thermal air pockets to help retain heat during the cold months and help keep the room cool in the summer.",QMBTS05,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
MB Thermo-Slat Charcoal White PVC Slat Panel,https://mbdecor.co.uk/product/mb-thermo-slat-charcoal-white-pvc-slat-panel/,"Designed with the stunning visuals of a conventional slat panel and the functionality of a thermally insulated wall panel.Not only do these panels offer a beautiful visual appearance inside, they also are a fantastic addition to any garden room to make use of your functional outdoor living space all year long.Each of our wall slats are designed with a cavity in the back to offer thermal air pockets to help retain heat during the cold months and help keep the room cool in the summer.",QMBTS04,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
MB Thermo-Slat Hickory Brown PVC Slat Panel,https://mbdecor.co.uk/product/mb-thermo-slat-hickory-brown-pvc-slat-panel/,"Designed with the stunning visuals of a conventional slat panel and the functionality of a thermally insulated wall panel.Not only do these panels offer a beautiful visual appearance inside, they also are a fantastic addition to any garden room to make use of your functional outdoor living space all year long.Each of our wall slats are designed with a cavity in the back to offer thermal air pockets to help retain heat during the cold months and help keep the room cool in the summer.",QMBTS02,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
MB Thermo-Slat Smokey Grey PVC Slat Panel,https://mbdecor.co.uk/product/mb-thermo-slat-smokey-grey-pvc-slat-panel/,"Designed with the stunning visuals of a conventional slat panel and the functionality of a thermally insulated wall panel.Not only do these panels offer a beautiful visual appearance inside, they also are a fantastic addition to any garden room to make use of your functional outdoor living space all year long.Each of our wall slats are designed with a cavity in the back to offer thermal air pockets to help retain heat during the cold months and help keep the room cool in the summer.",QMBTS03,Thermo Slat,https://mbdecor.co.uk/category/thermo-slat/
Silver Decor Tiles,https://mbdecor.co.uk/product/silver-decor-tiles/,"VOX Vilo Tile PVC wall panels are a stylish, hygienic alternative to ceramic tiles and feature a flush fitting type finish.All panels in the Vilo Tile range are simple to fit, easy to clean and are 100% waterproof, allowing you to use them in any room you wish.The Silver Decor Tiles PVC wall panels are perfect for creating a sleek, up-to-date feel in your home.Individual Silver Decor Tiles boards are 2650mm long, 250mm wide, 8mm thick and a full pack contains 4 panels.",VT3021009,Vilo Tile,https://mbdecor.co.uk/category/vilo-tile/
210mm Hockey Nose PVC Window Sill,https://mbdecor.co.uk/product/210mm-hockey-nose-pvc-window-sill/,"Depth: 210mm | Length: 5000mm | Colour: Gloss WhiteWindow sills are often exposed to heavy wear and tear, as well as direct sunlight making them unsightly or dull. The Hockey Nose PVC Window Sill Board is an attractive, low-maintenance solution that creates a high-quality aesthetic whilst still being durable.These boards are also lightweight and easy to handle meaning installation is fast and straightforward.The waterproof properties due to the PVC construction allows this window sill board to be used in any room in your home, including your bathrooms and wet rooms.",Q145203,PVC Window Sill,https://mbdecor.co.uk/category/finishing-touches/pvc-window-sill/
